what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407416558435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407417173799
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407417183356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418020591
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1407418023265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418035611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418035746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418037082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418038096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418042764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418683630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418686100
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407418899666
activated,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1407418899706
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1407418900987
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418980025
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418980164
opened,editor,org.jboss.tools.common.model.ui,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1407418983162
activated,editor,org.jboss.tools.common.model.ui,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1407418983454
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1407418985553
closed,editor,org.jboss.tools.common.model.ui,3.2.1.v20111025-0439-H174-Final,"org.jboss.tools.common.propertieseditor.PropertiesCompoundEditor",1407418985554
closed,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1407418985605
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.ClassFileEditor",1407418985630
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418985645
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418985662
closed,editor,org.jboss.tools.jst.jsp,3.2.1.v20111025-0510-H215-Final,"org.jboss.tools.jst.jsp.jspeditor.JSPTextEditor",1407418985675
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418985696
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418987187
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1407418987269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407419061449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407419211087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407419213546
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1407419213751
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1407419215234
executed,command,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.stop",1407419217898
